Table_Name,Num_Columns,Num_PKs,Table_Type,Num_Numeric,Num_Text,Num_Date,Pct_Numeric,Pct_Text,Pct_Date,PK_Ratio,Has_Code_Prefix,Has_Measure_Prefix,Num_Key_Like,Num_Measure_Like
DPLT_CODE_ETAPE_CREDIT,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_FAMILLE_CREDIT,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_GESTION_COMPTE,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_IDT_PRDT_CREDIT,50,2,0,9,35,6,0.18,0.7,0.12,0.04,0,0,34,5
DPLT_CODE_MODE_CALC_AMRT,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,1,0
DPLT_CODE_MONN_ORGN_OPRT,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_MOTF_EXNR,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,3,0
DPLT_CODE_MOTF_NEGC,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,3,0
DPLT_CODE_MOTF_PRRT,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,3,0
DPLT_CODE_MOTF_REJT_INTER,3,2,0,0,3,0,0.0,1.0,0.0,0.6666666666666666,0,0,3,0
DPLT_CODE_MOTIF_REJT,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,3,0
DPLT_CODE_OPERATION,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_PRDT,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,2,0
DPLT_CODE_PRDT_SUPP,3,0,0,0,3,0,0.0,1.0,0.0,0.0,0,0,2,0
DPLT_CODE_PRSN_ECHN,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_REAM,2,1,0,0,2,0,0.0,1.0,0.0,0.5,0,0,2,0
DPLT_CODE_SEGM_COMP,3,1,0,0,3,0,0.0,1.0,0.0,0.3333333333333333,0,0,3,0
